person,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,in_frame_sample,group,contact_traced_covid_cases
17590,1924,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Rent expenses,Loan from Family or Friends,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,6
17593,1982,Decreased,Stayed the Same,Decreased,Stayed the Same,Decreased,High speed internet,CERS,"NA",Yes,6 months to less than 12 months,No,"NA",No,No,"NA","NA",Yes,1,2,2
17597,1914,Stayed the Same,Stayed the Same,Decreased,Decreased,Increased,Insufficent and/or fluctuating customer demand,CERS,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
17601,1971,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Government regulations,CECRA,"NA",Don't Know,12 months or more,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,1
17604,2001,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,Regional Relief and Recovery Fund,"NA",Don't Know,Less than 1 month,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,1
17605,1997,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,CEBA,"NA",Yes,Less than 1 month,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,2,3
17607,2003,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Increased,Cost of delivery and take out,Regional Relief and Recovery Fund,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17611,1918,Stayed the Same,Decreased,Decreased,Decreased,Decreased,Shortage of space and equipment,Loan from Family or Friends,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17623,1924,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,"NA",Temporary 10% Wage Subsidy,"NA",Don't Know,3 months to less than 6 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,6
17624,1906,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Cost of insurance,CEBA,"NA",Yes,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,1
17630,1981,Stayed the Same,Decreased,Stayed the Same,Decreased,Stayed the Same,Other,CECRA,"NA",No,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,5
17631,2015,Decreased,Increased,Decreased,Increased,Decreased,Government regulations,CECRA,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17632,1941,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Shortage of labour force,CEBA,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17635,2017,Increased,Stayed the Same,Decreased,Increased,Decreased,Government regulations,CERS,"NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,4
17636,2009,Increased,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Recruiting and training skilled employees,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17644,1976,Stayed the Same,Increased,Decreased,Increased,Decreased,Shortage of labour force,CEBA,"NA",No,Less than 1 month,Yes,South Asian,No,No,"NA","NA",Yes,1,2,0
17646,1955,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Rising cost of inputs,Other,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17650,1995,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,Don't Know,No,"NA",No,No,"NA","NA",Yes,1,2,6
17654,1939,Stayed the Same,Decreased,Decreased,Decreased,Decreased,High speed internet,Regional Relief and Recovery Fund,"NA",No,6 months to less than 12 months,No,"NA",No,No,"NA","NA",Yes,1,2,1
17659,1939,Decreased,Stayed the Same,Decreased,Increased,Decreased,Other,CEWS,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17667,1967,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Supply chain challenges,Other,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17672,2012,Increased,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,Other,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17673,1999,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,High speed internet,Temporary 10% Wage Subsidy,"NA",Don't Know,Don't Know,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,2,2
17678,1913,Stayed the Same,Increased,Decreased,Decreased,Decreased,High speed internet,Temporary 10% Wage Subsidy,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17679,1995,Decreased,Stayed the Same,Increased,Stayed the Same,Decreased,Other,CEWS,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
17692,1928,Stayed the Same,Decreased,Decreased,Increased,Stayed the Same,Government regulations,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17694,1901,Stayed the Same,Increased,Increased,Stayed the Same,Decreased,Insufficent and/or fluctuating customer demand,Temporary 10% Wage Subsidy,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17697,1986,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,High speed internet,Financial Institution (Term Loan or Line-of-Credit,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17698,1993,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Cost of delivery and take out,Temporary 10% Wage Subsidy,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17701,1929,Increased,Stayed the Same,Decreased,Increased,Decreased,High speed internet,Loan from Family or Friends,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
17729,1932,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Cost of insurance,Financial Institution (Term Loan or Line-of-Credit,"NA",No,Less than 1 month,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,2
17739,1938,Stayed the Same,Increased,Decreased,Increased,Increased,Government regulations,Temporary 10% Wage Subsidy,"NA",No,12 months or more,Yes,Arab,No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,2,2
17746,1972,Stayed the Same,Increased,Decreased,Increased,Decreased,Rent expenses,Other,"NA",No,6 months to less than 12 months,Yes,Arab,No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,2,5
17747,1926,Stayed the Same,Stayed the Same,Decreased,Decreased,Stayed the Same,Cost of delivery and take out,Financial Institution (Term Loan or Line-of-Credit,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17748,1988,Stayed the Same,Stayed the Same,Decreased,Decreased,Stayed the Same,Government regulations,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17752,1948,Decreased,Decreased,Decreased,Increased,Increased,Cost of delivery and take out,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,Less than 1 month,Yes,Black,Yes,No,"NA","NA",Yes,1,2,3
17754,1959,Stayed the Same,Decreased,Decreased,Increased,Increased,Shortage of labour force,CECRA,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,2,1
17755,2013,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Increasing competition,Temporary 10% Wage Subsidy,"NA",No,Not considering permanent closure or bankrupcy,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,2
17764,1912,Stayed the Same,Decreased,Decreased,Increased,Decreased,Rising cost of inputs,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17769,2002,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Rent expenses,Loan from Family or Friends,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17770,1912,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,High speed internet,Financial Institution (Term Loan or Line-of-Credit,"NA",No,1 month to less than 3 months,Yes,South Asian,No,Yes,"No, but our business used to use it",I don't trust these platforms,Yes,1,2,2
17786,1993,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Shortage of labour force,CEWS,"NA",Don't Know,Not considering permanent closure or bankrupcy,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,2
17792,1913,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,None of the Above,Did not meet eligibility requirements,No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17798,1904,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Other,Regional Relief and Recovery Fund,"NA",Yes,1 month to less than 3 months,Yes,Arab,No,Yes,Yes,"NA",Yes,1,2,2
17800,1944,Decreased,Stayed the Same,Increased,Increased,Stayed the Same,Shortage of space and equipment,Loan from Family or Friends,"NA",No,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,2,4
17806,2017,Decreased,Stayed the Same,Decreased,Increased,Increased,Cost of insurance,None of the Above,Lack of awareness,Don't Know,1 month to less than 3 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,4
17807,2011,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Supply chain challenges,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,2
17827,1916,Decreased,Stayed the Same,Decreased,Decreased,Decreased,Other,None of the Above,Unable to fill out application,No,Less than 1 month,Yes,Black,No,Yes,Yes,"NA",Yes,1,2,3
17828,1968,Stayed the Same,Decreased,Decreased,Increased,Decreased,Shortage of labour force,None of the Above,Lack of awareness,Don't Know,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,4
17831,2006,Stayed the Same,Decreased,Decreased,Decreased,Decreased,Insufficent and/or fluctuating customer demand,None of the Above,Lack of awareness,No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17833,1918,Stayed the Same,Increased,Stayed the Same,Decreased,Decreased,Government regulations,CECRA,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17839,1909,Decreased,Stayed the Same,Increased,Increased,Increased,Increasing competition,Regional Relief and Recovery Fund,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
17845,1945,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Rising cost of inputs,"Provincial, Territorial or Municipal Government Programs","NA",No,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,2
17854,1973,Stayed the Same,Decreased,Increased,Decreased,Decreased,Insufficent and/or fluctuating customer demand,CERS,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17858,1987,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Rent expenses,CEBA,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
17864,1917,Stayed the Same,Decreased,Decreased,Increased,Increased,Supply chain challenges,Other,"NA",Don't Know,12 months or more,Yes,Arab,No,Yes,Yes,"NA",Yes,1,2,6
17867,1908,Stayed the Same,Decreased,Decreased,Increased,Decreased,High speed internet,"Provincial, Territorial or Municipal Government Programs","NA",No,3 months to less than 6 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,3
17870,1913,Stayed the Same,Decreased,Stayed the Same,Decreased,Decreased,Other,CERS,"NA",Don't Know,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
17871,1974,Decreased,Stayed the Same,Stayed the Same,Increased,Decreased,Other,Temporary 10% Wage Subsidy,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,6
17873,2012,Stayed the Same,Increased,Decreased,Increased,Decreased,Government regulations,CEBA,"NA",No,12 months or more,Yes,South Asian,No,No,"NA","NA",Yes,1,2,2
17874,1979,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Rent expenses,CEWS,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,2,7
17887,1985,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Government regulations,CEBA,"NA",Yes,12 months or more,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,1
17889,1994,Decreased,Stayed the Same,Decreased,Stayed the Same,Decreased,Shortage of space and equipment,CECRA,"NA",Yes,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,2,3
17896,1951,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,High speed internet,CERS,"NA",Don't Know,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17908,1930,Decreased,Stayed the Same,Stayed the Same,Decreased,Decreased,Recruiting and training skilled employees,CERS,"NA",Don't Know,12 months or more,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,4
17914,1901,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Insufficent and/or fluctuating customer demand,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
17938,2008,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Shortage of space and equipment,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
17939,1977,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Insufficent and/or fluctuating customer demand,Temporary 10% Wage Subsidy,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17947,1940,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Maintaining sufficient cash flow or managing debt,Temporary 10% Wage Subsidy,"NA",Don't Know,1 month to less than 3 months,Yes,Korean,No,Yes,Yes,"NA",Yes,1,2,7
17956,1929,Decreased,Stayed the Same,Decreased,Increased,Decreased,Supply chain challenges,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17958,2008,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Government regulations,CEBA,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
17961,1953,Increased,Increased,Decreased,Increased,Decreased,Government regulations,Loan from Family or Friends,"NA",Don't Know,12 months or more,Yes,Chinese,Yes,Yes,No,"NA",Yes,1,2,4
17963,1937,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Cost of insurance,Loan from Family or Friends,"NA",No,Less than 1 month,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
17965,1982,Stayed the Same,Stayed the Same,Increased,Decreased,Stayed the Same,Insufficent and/or fluctuating customer demand,CEBA,"NA",Don't Know,6 months to less than 12 months,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,2,2
17967,1969,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of labour force,CERS,"NA",No,1 month to less than 3 months,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,1
17979,1949,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",Other,"NA",Don't Know,6 months to less than 12 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,0
17981,1939,Stayed the Same,Decreased,Decreased,Increased,Stayed the Same,Supply chain challenges,CECRA,"NA",Don't Know,3 months to less than 6 months,Yes,Black,No,Yes,Yes,"NA",Yes,1,2,3
17982,1939,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Insufficent and/or fluctuating customer demand,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
17987,1924,Decreased,Stayed the Same,Decreased,Increased,Decreased,Shortage of labour force,Other,"NA",No,12 months or more,No,"NA",No,Yes,"No, but our business used to use it",I don't trust these platforms,Yes,1,2,3
18006,1908,Stayed the Same,Decreased,Increased,Decreased,Increased,Maintaining sufficient cash flow or managing debt,CEBA,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
18010,1955,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",CERS,"NA",No,3 months to less than 6 months,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,3
18013,2020,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Recruiting and training skilled employees,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
18014,1934,Increased,Decreased,Decreased,Stayed the Same,Decreased,Cost of insurance,Loan from Family or Friends,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,6
18015,1986,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,High speed internet,CEWS,"NA",No,3 months to less than 6 months,Yes,Black,Yes,Yes,Yes,"NA",Yes,1,2,5
18025,1947,Stayed the Same,Decreased,Decreased,Stayed the Same,Decreased,High speed internet,Regional Relief and Recovery Fund,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
18027,1913,Increased,Stayed the Same,Decreased,Increased,Decreased,Rent expenses,Other,"NA",No,Less than 1 month,Yes,Japanese,No,Yes,Yes,"NA",Yes,1,2,4
18029,1998,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Government regulations,CEBA,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
18031,1906,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Government regulations,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,6
18034,1980,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Regional Relief and Recovery Fund,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
18049,1956,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Government regulations,CEBA,"NA",Yes,Not considering permanent closure or bankrupcy,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,4
18052,1989,Stayed the Same,Increased,Decreased,Increased,Decreased,Increasing competition,None of the Above,Unable to fill out application,No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
18055,1924,Stayed the Same,Decreased,Stayed the Same,Increased,Decreased,Insufficent and/or fluctuating customer demand,Temporary 10% Wage Subsidy,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
18057,1909,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Rent expenses,Other,"NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
